gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,passed_course,assess_score_1,assess_score_2,assess_score_3,assess_score_4,assess_score_5
0,3,0,1,0,120,0,1,70,80,100,80,100
0,3,5,0,0,60,0,0,77,72,60,72,80
0,3,1,0,0,60,0,0,64,42,100,67,100
0,3,9,0,0,60,0,1,65,71,100,74,80
0,1,4,1,0,60,0,1,87,79,100,100,76
0,3,9,0,0,120,0,1,45,80,100,74,100
0,3,6,1,0,120,0,1,57,63,100,84,100
0,1,2,1,0,60,0,1,63,66,100,69,100
0,3,8,0,0,120,0,1,74,82,100,82,100
0,2,8,1,0,60,0,1,88,89,100,83,100
0,1,3,0,0,60,0,1,66,62,60,58,56
0,1,4,1,0,60,0,1,71,78,80,83,80
0,1,6,0,0,120,0,0,60,46,80,57,60
0,3,6,1,0,60,0,1,65,72,100,76,100
0,3,5,1,0,60,0,0,75,84,60,100,63
0,2,7,0,0,120,0,1,71,90,60,84,100
0,1,1,0,0,60,0,1,59,58,100,66,100
0,3,9,0,0,60,0,1,81,83,100,100,70
0,3,0,0,0,60,1,1,80,72,100,60,54
0,1,2,0,0,60,0,1,78,68,100,78,100
0,1,2,1,0,60,0,1,75,65,100,54,100
0,1,9,0,0,60,0,1,72,77,100,90,100
0,3,1,1,0,60,0,1,80,75,100,77,80
0,3,0,0,0,120,0,1,75,93,100,94,100
0,1,4,0,0,60,0,1,79,83,80,84,100
0,3,1,0,0,60,1,1,58,71,40,80,73
0,3,0,0,0,120,0,1,63,53,100,53,100
0,1,3,0,0,60,0,0,70,37,60,35,40
0,3,1,0,0,60,0,1,55,72,100,100,80
0,2,6,1,0,60,0,1,71,79,100,73,80
0,3,8,0,0,60,0,1,75,68,80,68,80
0,1,0,1,0,60,0,0,43,38,100,45,100
0,3,6,1,0,60,0,1,48,49,100,41,100
0,1,3,0,0,60,1,0,71,52,80,52,100
0,3,1,1,0,120,0,0,62,75,80,64,100
0,1,2,1,0,60,0,1,82,73,100,75,100
0,1,2,0,0,60,0,1,54,49,100,41,80
0,3,9,0,0,60,0,1,74,77,100,60,100
0,1,6,0,0,60,0,1,72,60,100,80,74
0,1,6,1,0,120,1,1,86,84,100,90,100
0,2,3,0,0,60,0,1,53,60,40,47,100
0,3,2,0,0,120,0,0,76,75,100,72,100
0,1,0,0,0,60,0,0,67,52,60,35,60
0,1,5,1,0,60,0,1,62,50,80,46,80
0,4,6,1,0,60,0,1,94,85,100,100,100
0,1,3,0,0,120,0,0,60,76,80,70,70
0,1,7,0,0,60,1,0,55,63,80,65,40
0,3,3,0,0,60,0,1,58,55,80,51,60
0,3,0,0,0,60,1,1,77,73,100,74,100
1,3,0,1,0,60,0,0,49,52,100,47,60
0,3,1,1,0,60,0,1,73,62,80,72,100
0,1,3,1,0,60,0,1,60,68,80,61,100
0,3,1,0,0,120,0,1,90,85,80,50,80
0,3,8,0,0,60,0,1,86,92,100,82,100
0,3,9,1,0,120,0,1,74,75,100,60,80
0,3,7,0,0,120,0,1,69,60,100,100,79
0,3,5,1,0,120,0,0,65,65,100,15,100
0,3,2,0,0,120,0,1,65,53,80,62,100
1,1,1,0,0,60,0,1,70,73,100,73,100
0,1,7,0,0,60,0,1,68,63,58,54,35
0,3,6,1,0,60,0,1,72,72,100,80,80
0,1,7,0,0,60,0,1,59,68,100,73,100
0,1,8,0,0,60,0,1,71,73,100,67,80
0,1,3,1,0,60,0,1,66,71,100,70,100
0,1,3,1,0,60,0,1,57,57,80,53,80
0,1,5,0,0,60,0,1,65,52,100,49,100
0,2,4,0,0,120,0,1,79,87,100,79,100
0,3,0,1,0,120,0,1,83,81,80,66,80
0,1,6,0,0,120,0,0,49,47,40,80,59
1,3,3,0,0,60,0,1,90,80,100,100,82
0,1,3,0,0,60,0,1,62,67,80,67,100
0,1,2,0,0,60,0,0,1,70,50,35,30
0,3,7,0,0,120,0,1,72,69,80,71,100
0,1,6,0,0,120,0,0,72,60,80,65,80
0,3,1,1,0,60,0,0,62,47,100,60,100
1,1,5,0,0,60,0,1,72,74,100,70,100
0,2,8,0,0,60,0,1,60,60,100,63,80
0,3,4,0,0,60,0,0,62,61,100,63,40
0,3,7,0,0,60,0,1,70,63,100,73,60
0,1,5,1,0,60,0,1,80,82,80,66,100
0,3,1,0,0,60,0,1,63,52,80,58,100
1,3,9,1,0,60,0,1,71,73,100,68,100
0,1,2,0,0,180,0,0,84,67,100,100,59
0,1,9,0,0,60,0,1,70,87,100,86,80
0,3,6,1,0,60,0,1,76,82,100,77,100
0,3,7,1,0,120,0,1,87,68,100,80,100
0,3,1,1,0,60,0,1,77,66,80,78,100
0,3,5,1,0,60,0,1,79,72,100,90,80
1,1,9,0,0,60,1,1,87,87,100,85,80
0,3,4,0,0,60,0,1,87,90,100,82,80
1,1,7,1,0,60,0,1,59,73,100,80,100
0,3,5,0,0,120,0,1,65,64,100,53,100
0,3,3,0,0,60,0,1,69,84,100,82,100
0,3,1,0,0,60,0,0,70,62,100,52,80
0,1,5,0,0,60,0,1,68,67,100,77,80
1,3,7,0,0,60,1,1,55,59,80,68,80
0,3,6,1,0,60,0,1,70,62,100,39,60
0,1,1,0,0,120,1,0,80,68,80,40,67
0,3,0,0,0,60,0,1,90,65,100,60,60
1,1,8,0,0,60,0,1,83,74,100,80,79
0,3,0,0,0,60,0,0,81,55,80,80,70
0,1,8,0,0,120,0,0,75,72,100,80,85
0,3,7,0,0,60,0,0,73,50,100,63,60
0,1,5,1,0,60,0,1,70,75,100,72,100
0,3,9,0,0,60,0,1,70,65,100,58,100
1,2,3,1,0,60,0,0,75,60,78,40,0
0,2,0,0,0,60,0,1,95,83,100,99,100
0,2,9,0,0,60,0,1,58,41,80,58,80
0,2,8,0,0,60,0,1,65,69,100,58,100
0,3,7,0,0,60,0,1,63,62,60,70,60
0,3,2,0,0,60,0,1,61,47,100,43,80
1,3,1,0,0,60,0,1,58,61,100,100,54
0,3,0,1,0,60,0,1,79,78,100,72,100
0,3,0,0,1,60,0,1,65,72,100,41,80
0,2,7,0,0,60,0,1,75,75,100,78,100
0,1,2,1,0,60,0,1,61,49,100,41,100
1,3,3,0,0,60,0,0,73,70,100,73,80
0,3,0,1,0,60,0,1,67,74,100,75,100
0,3,5,0,0,60,0,1,65,65,100,50,100
1,3,6,0,0,60,0,1,80,71,100,75,68
0,3,9,1,0,60,0,1,63,52,100,55,100
0,2,8,1,0,60,0,1,78,83,100,79,80
1,2,9,0,0,60,0,1,84,85,100,83,100
0,3,0,0,0,120,0,0,72,54,100,75,80
0,3,8,0,0,60,0,1,80,75,100,83,80
0,3,7,1,0,60,0,1,70,66,100,72,80
0,3,5,0,0,60,0,1,87,86,100,81,40
0,1,6,0,0,60,0,1,78,77,100,67,100
0,2,7,1,0,60,0,1,67,80,100,81,100
0,3,3,0,0,60,0,1,70,72,100,71,60
0,3,2,1,0,120,0,0,88,69,100,87,100
0,3,8,1,0,60,0,1,82,85,100,90,100
0,3,4,1,0,120,0,1,69,84,100,87,80
1,1,3,1,0,60,0,1,85,76,100,84,100
0,1,6,0,0,60,0,1,70,73,100,64,100
0,3,8,0,0,60,0,1,71,35,100,66,100
0,1,7,1,0,180,0,1,81,68,100,65,100
1,3,1,1,0,60,0,1,70,84,100,82,100
1,1,2,1,0,60,0,1,77,87,80,86,100
0,3,3,0,0,60,0,1,87,89,90,100,100
0,3,4,1,0,60,0,1,79,80,100,73,80
0,3,6,1,0,60,0,1,90,70,100,60,100
0,3,1,0,0,60,0,1,66,85,100,84,100
0,3,0,0,0,60,0,1,72,60,70,61,65
0,2,9,1,0,120,0,1,81,87,100,80,100
0,2,3,0,0,120,0,1,87,89,100,78,80
0,2,9,1,0,120,0,1,79,84,100,82,100
0,1,5,0,0,120,0,1,82,68,80,50,100
1,2,8,1,0,120,0,1,89,85,100,80,100
0,1,3,1,0,60,0,1,59,59,100,43,80
0,1,7,1,0,60,0,1,74,74,80,58,80
1,3,4,0,0,120,0,0,62,5,80,90,100
0,3,4,1,0,60,0,1,78,64,100,67,60
0,1,3,1,0,60,0,1,71,51,100,56,80
0,3,6,1,0,60,0,1,61,59,100,56,100
0,3,4,0,0,60,0,0,85,74,70,100,100
0,3,2,1,0,60,0,1,78,56,100,73,100
0,1,2,1,0,60,0,1,70,71,100,65,80
0,3,0,0,0,120,1,0,72,62,100,68,80
0,1,3,0,0,60,0,1,63,59,100,66,60
0,2,6,0,0,60,0,1,87,85,100,89,100
0,3,5,1,0,60,0,1,70,56,100,73,80
0,1,2,1,0,60,0,1,85,73,100,58,100
1,3,4,0,0,60,0,1,76,58,100,83,80
0,3,0,0,0,60,0,1,74,84,100,82,100
0,2,7,1,0,120,0,1,83,85,100,84,100
0,2,3,0,0,120,0,1,85,79,100,79,80
0,3,4,0,0,60,0,1,93,63,100,91,60
0,3,4,1,0,60,0,1,74,73,100,60,79
0,1,3,0,0,60,0,0,64,64,100,52,80
0,3,7,0,0,60,0,1,73,68,100,69,100
0,4,9,1,0,180,0,1,84,65,100,90,100
0,3,7,1,0,120,0,1,80,84,100,94,100
0,3,9,0,0,120,0,1,83,74,100,68,100
0,2,2,1,0,120,0,1,90,93,100,93,100
0,2,6,0,0,120,0,0,74,61,100,72,80
1,3,4,0,0,120,0,1,85,83,100,82,80
0,3,4,1,0,120,0,1,77,68,100,86,100
0,2,3,0,0,60,0,1,85,60,100,70,80
0,3,0,0,0,120,0,1,68,69,100,63,100
0,2,7,0,0,60,0,1,72,78,80,100,40
0,2,4,1,0,60,0,1,85,63,100,63,60
0,2,7,1,0,120,0,1,82,83,100,100,84
0,3,6,1,0,60,0,1,85,88,80,83,100
0,1,7,1,0,60,0,1,79,58,100,72,100
0,1,7,1,0,120,0,1,87,92,100,100,77
0,1,0,1,1,180,1,1,75,73,80,70,40
1,2,0,1,2,120,0,1,85,70,80,74,100
1,1,9,1,0,60,0,1,70,63,100,63,100
1,1,7,1,0,60,0,1,75,85,100,76,100
0,1,4,1,0,120,1,1,46,50,100,55,100
0,1,1,1,1,60,0,1,68,62,80,61,100
0,3,5,1,0,150,1,0,87,84,100,87,100
0,1,5,2,0,60,0,1,83,74,74,40,84
0,3,1,1,0,60,0,1,87,55,100,56,100
0,2,4,1,0,120,0,1,70,73,60,83,80
0,3,9,1,0,120,0,1,67,86,100,62,100
0,3,9,1,0,60,0,1,81,73,100,74,100
0,1,4,1,0,60,0,1,86,62,80,85,100
0,1,1,1,0,120,0,0,63,73,100,80,72
0,1,6,1,0,60,1,1,82,72,100,80,81
0,1,4,0,0,120,0,0,67,70,100,100,90
0,3,6,1,1,60,0,1,83,84,100,87,100
0,3,7,1,0,60,0,1,82,84,80,82,80
0,1,6,1,1,60,0,1,74,68,100,67,80
0,3,8,1,0,60,0,1,81,77,100,73,100
0,1,3,1,2,60,1,1,75,73,80,77,100
0,3,8,1,0,60,0,1,80,89,100,82,100
0,1,7,1,0,60,0,1,69,66,100,71,100
1,3,3,1,0,60,0,0,79,70,100,72,100
0,3,4,1,0,60,1,1,75,84,100,80,67
0,3,4,1,0,120,0,1,75,79,100,76,80
0,1,5,1,0,60,0,1,85,59,80,84,100
1,3,9,1,0,120,0,0,78,81,100,76,100
0,1,0,1,0,60,0,1,68,70,100,82,100
0,1,0,1,1,60,0,1,62,63,80,63,100
0,1,6,1,1,60,0,1,63,69,100,68,80
0,2,2,1,0,60,0,1,70,78,80,74,74
0,1,0,0,0,60,1,0,62,50,70,100,70
0,2,2,1,0,60,0,1,95,71,100,80,100
0,1,0,1,0,60,0,1,67,78,80,71,100
1,1,4,1,0,60,0,1,72,80,80,69,100
1,1,7,1,0,60,0,1,96,74,100,66,100
0,1,7,1,0,60,0,1,62,83,100,68,40
1,1,4,1,0,120,0,1,72,80,100,81,100
0,3,6,1,2,120,0,1,83,72,100,78,80
0,1,5,1,0,60,0,1,85,60,100,87,80
0,3,5,1,1,120,0,0,75,85,100,69,100
0,3,2,1,0,120,0,1,73,72,100,73,80
0,1,3,1,0,60,0,1,86,88,100,86,100
0,1,4,1,0,60,0,0,82,61,80,79,80
0,3,6,1,0,60,0,1,80,63,100,80,100
0,3,3,1,0,120,0,1,72,94,100,91,100
0,3,6,0,0,60,0,1,61,69,100,100,68
1,2,6,1,0,90,0,1,80,87,100,74,80
0,1,7,0,1,60,0,1,63,59,100,56,100
0,2,0,1,0,60,0,0,68,63,100,100,52
1,3,4,1,0,180,0,1,65,60,80,56,56
0,3,9,0,0,60,0,1,87,90,100,90,80
0,3,4,0,0,180,0,1,77,48,80,53,60
0,3,6,0,0,120,0,1,84,87,100,85,100
0,1,3,1,0,60,0,1,90,90,100,92,100
1,1,8,0,0,60,0,1,79,89,100,82,100
0,1,5,1,0,120,0,1,77,74,100,83,80
0,3,5,1,0,60,0,1,86,77,100,81,100
0,2,5,1,0,60,0,1,74,65,100,76,100
0,3,4,0,1,60,0,0,87,78,80,80,81
1,3,9,0,0,60,0,1,80,82,100,83,100
0,1,5,0,1,60,0,1,90,80,100,70,100
0,1,3,1,0,60,0,1,70,53,100,24,100
0,1,5,1,0,60,1,1,67,60,100,80,100
0,2,2,0,0,120,0,1,78,89,100,70,100
0,3,4,1,0,120,0,1,77,77,100,59,100
0,3,5,0,0,60,0,1,84,76,100,73,100
0,2,3,1,0,180,0,1,67,67,60,70,80
0,1,5,1,0,60,1,0,77,74,60,72,80
0,1,5,0,0,180,0,1,77,84,100,73,80
0,1,7,1,0,60,0,1,80,85,100,100,80
0,1,1,0,0,60,0,0,50,54,80,43,80
0,2,1,1,0,60,0,1,75,73,100,62,100
0,3,6,0,0,120,0,1,65,73,100,72,100
0,1,6,1,0,90,0,1,85,83,100,85,100
0,3,6,0,1,120,0,1,73,79,100,100,75
0,3,2,1,0,90,1,1,68,71,100,57,100
0,3,2,0,0,60,0,1,71,70,100,79,100
0,2,7,1,0,75,0,1,93,94,100,75,100
0,2,2,0,0,60,0,1,82,84,100,85,100
0,1,0,1,0,120,1,0,63,59,80,64,79
0,1,8,0,0,120,0,0,83,80,100,100,73
1,1,0,1,0,60,0,0,50,40,80,35,60
0,1,7,0,0,60,0,0,73,69,80,78,80
0,0,5,0,1,60,0,0,75,64,100,53,100
0,1,4,0,0,60,0,0,58,65,100,70,100
1,3,2,1,0,180,0,1,90,63,100,93,100
1,2,4,1,1,180,0,1,67,86,100,78,100
0,1,0,0,0,60,0,0,56,44,100,48,60
0,3,1,0,0,120,0,0,75,45,100,80,47
0,1,7,0,0,60,0,1,72,73,100,76,68
0,1,5,1,0,60,0,1,66,47,49,80,100
0,3,5,1,0,180,0,1,56,63,100,62,80
0,1,1,1,0,60,0,0,47,45,100,35,80
0,3,0,1,0,60,0,0,77,73,60,69,40
0,1,6,0,0,120,0,1,64,85,100,100,78
0,1,0,1,2,60,0,0,51,37,80,59,60
0,1,1,1,0,60,0,0,55,45,40,47,80
0,1,5,1,1,60,1,1,66,79,100,80,70
0,3,0,0,1,165,1,1,67,69,100,80,70
0,3,6,1,0,120,0,1,73,72,100,80,100
0,1,9,0,2,60,0,1,74,65,80,72,80
1,3,5,0,0,60,0,1,75,71,100,77,80
0,3,7,0,0,60,0,1,93,83,100,75,100
0,3,6,0,0,60,0,1,82,86,100,88,100
0,1,4,1,0,60,0,0,82,84,100,100,100
1,3,3,0,0,60,0,1,78,67,100,85,100
0,3,6,0,0,120,0,1,62,79,100,91,80
1,1,3,1,0,120,0,1,69,80,100,77,80
0,2,8,1,0,60,0,1,80,75,100,71,80
0,1,5,0,0,60,1,1,83,87,100,80,85
0,1,0,0,0,120,0,1,61,59,100,63,20
0,1,0,0,0,60,0,0,45,60,100,60,100
0,1,7,1,1,60,0,0,46,66,100,53,100
0,1,1,0,0,120,0,0,62,62,80,40,80
0,2,4,1,0,120,0,1,87,80,100,88,100
0,1,6,0,1,60,0,1,50,64,100,77,100
0,2,6,0,0,120,0,1,73,63,100,71,60
0,1,8,0,0,60,1,1,86,87,100,100,81
0,1,0,0,2,60,1,1,75,80,100,85,40
0,3,6,0,0,120,1,1,75,65,100,75,100
0,1,5,0,2,60,0,1,66,60,100,62,60
1,3,7,0,1,120,0,1,90,88,100,90,100
0,2,2,1,0,60,0,1,58,68,100,71,80
0,1,4,0,2,60,0,0,82,79,80,64,100
0,3,6,1,1,60,0,1,73,79,100,100,83
0,1,2,0,3,60,0,0,73,66,80,66,100
0,3,1,0,1,120,0,1,72,79,100,80,74
0,3,4,0,0,120,0,1,73,77,100,74,100
0,4,9,1,0,75,0,1,93,81,100,69,80
0,1,3,0,1,120,0,0,86,79,100,100,84
0,3,4,0,0,120,0,1,85,95,100,80,100
0,1,0,1,1,120,0,0,50,56,100,47,100
1,2,8,0,1,120,0,1,74,77,100,66,100
0,3,0,0,0,60,1,1,60,79,100,100,80
1,3,4,0,0,60,0,1,42,60,100,80,62
0,3,0,0,0,120,0,1,60,75,80,80,80
0,3,2,0,0,60,1,1,90,74,80,83,80
0,1,2,0,0,240,0,1,77,67,100,65,80
0,3,2,0,0,60,0,1,84,91,100,87,100
0,2,2,0,1,240,0,0,68,59,100,80,60
0,3,2,0,0,120,0,1,85,70,100,73,100
0,1,8,0,0,60,0,1,79,78,100,83,100
0,3,8,1,0,60,0,1,72,86,100,80,100
1,3,2,0,0,120,0,1,85,87,100,85,80
0,3,3,0,1,120,0,1,85,86,100,91,100
0,3,3,1,0,60,0,1,70,83,100,58,100
0,3,9,1,0,60,0,1,73,83,100,73,80
0,2,5,1,0,60,0,1,70,80,100,100,75
0,3,8,1,0,135,0,1,71,78,100,72,100
0,1,6,0,0,60,0,1,85,82,100,60,68
0,0,1,0,0,60,0,0,53,50,100,50,100
0,1,2,1,0,60,1,1,67,77,100,100,71
0,3,4,0,0,60,0,1,72,85,100,78,100
0,3,4,1,0,60,0,1,85,93,100,98,100
0,3,7,0,0,60,0,1,78,81,100,79,100
0,3,8,0,0,90,0,1,83,80,80,77,60
0,1,1,0,3,120,0,1,82,68,100,71,100
0,2,2,0,0,120,0,1,68,64,100,63,80
0,1,2,0,0,60,0,1,85,85,100,91,80
0,3,5,0,0,60,0,1,74,70,100,74,100
0,1,7,0,0,60,0,0,72,72,100,80,66
0,3,9,1,0,60,0,1,71,83,100,69,100
1,1,4,0,0,120,0,0,85,83,100,100,65
0,3,3,0,0,60,0,1,68,83,100,84,80
0,1,4,1,0,60,0,1,67,65,80,67,100
0,2,4,1,0,60,0,1,93,85,100,93,100
0,1,0,0,0,120,1,1,80,87,100,81,100
0,1,1,1,0,120,0,0,45,56,100,40,40
0,1,9,1,0,120,0,1,61,47,100,39,80
1,2,6,1,0,75,0,1,86,89,80,69,100
0,3,2,1,0,150,0,0,63,68,100,90,80
0,1,2,0,1,120,0,0,100,62,70,73,74
0,0,0,1,3,120,0,0,15,0,20,0,20
0,2,0,1,0,60,0,1,66,75,60,69,80
1,3,0,0,0,60,0,0,71,75,100,80,100
0,1,1,0,0,60,0,0,57,48,80,43,100
0,1,4,1,0,90,0,1,86,77,100,70,100
1,1,2,1,0,60,0,1,85,79,100,75,100
0,3,3,1,1,60,0,1,48,69,80,70,80
1,3,0,0,2,120,1,1,86,71,100,65,100
0,3,8,0,0,120,0,1,63,63,100,69,60
0,3,9,0,0,60,0,1,60,78,80,60,80
0,2,8,0,0,60,0,1,80,82,80,90,100
0,1,2,0,2,120,0,0,70,67,40,40,54
0,3,8,0,0,60,0,1,87,76,80,75,100
0,3,7,1,0,60,0,0,71,59,100,84,100
0,1,0,0,0,150,1,0,67,65,100,80,100
0,2,5,0,2,180,0,1,78,65,100,100,100
0,3,9,0,0,120,0,1,90,91,100,74,100
0,2,1,1,0,60,0,0,42,41,100,39,80
0,3,7,0,0,60,0,1,74,70,57,53,55
0,3,3,0,0,60,0,0,79,76,100,73,80
0,3,4,1,0,150,0,1,83,85,100,86,60
0,3,3,0,3,60,0,0,77,71,100,68,80
0,1,2,1,0,60,0,0,33,63,100,72,80
0,1,4,0,1,120,0,1,83,90,100,85,100
0,3,0,0,0,120,1,1,79,74,100,75,100
1,1,7,0,0,60,0,0,62,61,60,59,61
0,3,4,0,0,60,0,1,58,63,100,76,100
0,1,0,1,0,60,0,1,80,83,100,80,64
0,3,9,0,0,120,0,1,83,83,80,50,100
0,3,5,0,0,60,0,1,72,83,87,83,81
0,2,8,0,0,90,0,1,71,73,80,79,100
0,1,2,0,0,60,0,1,75,67,60,53,60
0,1,0,1,0,60,0,1,40,57,55,62,40
0,3,7,0,0,60,0,1,74,70,100,100,69
1,4,8,1,1,120,0,1,87,88,100,90,80
0,3,7,1,6,120,0,1,85,82,100,81,80
0,3,1,0,0,120,0,1,75,80,100,92,100
1,3,0,0,0,60,0,1,89,78,100,89,100
1,3,3,1,1,60,0,0,60,64,100,80,81
0,1,5,0,0,120,0,0,65,60,100,64,80
0,3,5,0,0,90,0,1,79,66,100,45,80
0,3,7,1,1,120,0,1,76,79,80,100,80
0,3,6,0,0,60,0,1,75,69,60,61,100
0,1,2,0,1,60,1,0,57,45,80,60,100
0,1,3,0,1,120,0,1,61,70,80,67,100
0,3,2,0,2,60,0,1,82,85,100,81,100
0,1,5,0,1,180,0,0,49,63,40,49,40
0,3,2,0,1,180,0,1,85,70,60,82,80
0,3,3,0,0,60,0,1,93,87,100,83,80
0,2,3,0,1,75,1,0,77,70,100,72,60
0,3,1,0,1,120,0,0,88,73,80,100,70
0,1,4,0,0,60,0,1,70,49,100,55,60
0,1,0,0,1,120,1,1,62,76,100,44,100
0,3,3,0,2,120,0,0,82,85,100,100,59
0,2,8,1,0,120,0,1,80,83,100,100,90
1,1,5,1,0,60,0,1,70,65,60,43,80
0,3,9,0,0,120,0,1,86,83,100,100,93
0,1,2,0,0,60,0,1,72,63,100,68,80
0,3,1,0,0,210,0,1,69,67,60,60,60
0,3,4,0,0,60,0,1,82,89,100,79,100
0,1,8,0,0,60,0,1,65,70,100,62,100
0,2,9,1,0,60,0,1,83,70,100,62,80
0,3,6,1,0,120,0,1,85,97,100,97,80
0,3,1,0,0,60,0,1,80,76,100,73,100
0,2,6,0,0,75,0,1,47,75,80,73,60
0,3,5,0,0,90,0,1,57,60,80,60,100
0,1,2,0,0,120,0,0,75,63,100,100,80
0,1,6,0,0,120,1,1,85,75,100,67,80
0,3,3,0,0,60,0,1,69,68,80,100,77
0,3,2,0,0,120,0,1,75,78,100,80,100
0,1,8,1,0,90,0,1,74,76,100,78,100
0,1,7,0,0,90,0,1,77,83,100,86,100
0,1,1,0,0,60,0,1,62,75,100,71,100
0,1,8,0,0,120,0,1,60,67,100,63,80
0,2,3,0,0,120,0,1,72,70,100,72,100
0,2,4,0,0,60,0,1,64,79,100,63,100
0,3,2,0,0,120,0,1,68,75,100,82,60
0,3,1,0,0,60,0,0,68,87,100,70,60
0,1,5,0,2,60,0,1,70,70,60,53,100
1,3,2,0,0,60,0,1,58,66,80,70,60
0,3,4,0,0,120,0,1,62,75,100,80,100
0,3,8,1,0,60,0,1,56,63,100,67,100
0,3,2,0,0,75,0,0,75,100,80,80,60
0,3,8,0,1,180,0,1,61,88,100,89,100
0,3,5,1,0,60,0,1,77,80,100,83,100
0,3,2,0,2,60,0,1,88,86,100,88,100
0,1,8,0,1,60,0,1,75,67,60,52,100
0,1,1,0,0,120,0,0,65,66,100,72,60
0,1,0,0,2,60,0,0,82,78,100,80,100
0,1,7,0,0,120,1,1,88,77,100,83,100
0,3,4,0,2,90,0,1,81,80,100,81,100
1,1,3,1,0,60,0,1,75,75,100,80,100
1,3,0,1,0,60,0,1,67,72,80,70,60
0,3,7,1,2,60,1,0,48,40,100,100,39
0,3,0,1,0,60,0,1,78,61,100,70,100
0,1,4,1,0,60,0,1,59,89,100,80,80
0,1,0,0,1,60,0,0,75,73,80,70,60
0,3,7,0,0,120,0,1,90,91,100,77,100
0,3,0,1,1,120,0,0,66,70,80,80,66
0,1,4,1,0,60,0,1,80,80,100,100,55
0,3,4,0,0,120,0,1,80,73,100,80,80
1,2,1,0,1,60,0,1,87,74,80,76,100
0,1,2,0,2,180,0,0,87,100,80,60,80
1,3,1,0,0,120,0,1,61,49,60,100,80
0,2,3,1,0,60,0,1,83,87,100,90,100
0,1,5,0,0,60,0,1,75,65,100,85,100
0,3,7,0,0,120,0,1,68,65,80,100,66
0,3,2,0,0,180,0,1,64,72,100,73,100
0,1,3,0,0,120,0,0,93,65,100,58,100
0,3,5,0,0,60,0,1,73,58,80,80,61
0,3,3,0,0,120,0,1,61,74,100,77,100
0,3,3,0,1,60,0,0,69,70,100,71,60
0,1,7,0,0,120,0,0,73,73,100,100,59
1,2,8,0,0,120,0,1,88,76,100,68,100
0,3,0,0,0,60,0,1,75,80,100,40,80
0,3,0,1,0,60,0,0,73,85,100,79,80
0,2,7,0,0,60,0,1,85,86,100,87,100
1,1,2,1,0,60,0,1,63,67,100,80,57
0,1,2,0,0,60,0,0,46,34,30,40,28
0,1,3,0,0,120,0,1,85,59,100,82,80
0,3,1,0,0,120,0,0,73,56,100,75,60
0,1,7,0,0,60,0,1,74,79,80,59,100
0,1,4,1,0,130,0,1,68,62,80,68,60
0,1,1,0,1,120,0,1,62,63,100,67,100
0,3,1,0,0,120,0,1,87,83,100,89,100
0,3,2,0,0,120,0,1,80,70,80,63,100
0,2,9,0,0,60,0,1,80,78,100,75,100
0,1,7,0,0,60,1,1,71,69,100,80,80
0,1,4,0,1,120,0,0,73,79,100,100,76
0,1,4,0,0,195,0,1,85,74,80,65,80
0,1,3,1,0,60,0,1,75,88,100,89,80
0,3,1,0,0,60,0,0,51,100,41,100,33
1,1,0,1,0,270,0,1,59,54,100,72,60
0,3,8,0,0,120,0,1,89,91,100,83,100
0,3,2,0,0,180,0,1,83,83,100,95,80
1,3,3,0,0,180,0,1,61,51,100,59,100
0,1,8,0,0,60,0,1,70,77,100,80,76
0,3,0,0,0,60,0,0,62,57,100,60,100
0,3,2,0,0,60,0,1,68,81,100,100,41
0,1,7,1,0,60,0,1,97,95,100,84,80
0,1,3,0,0,90,0,0,77,60,60,50,40
0,3,0,1,0,120,0,0,40,40,40,40,60
0,3,4,0,0,60,1,1,60,62,100,58,100
0,3,3,0,0,120,0,1,76,81,100,87,100
0,3,1,0,0,60,0,0,74,40,80,100,50
1,1,7,0,0,120,0,0,88,73,80,83,80
0,2,0,0,0,150,0,0,55,75,100,55,40
1,1,1,0,0,60,1,1,70,71,100,65,80
0,1,1,0,2,120,0,1,62,53,100,59,80
0,3,4,0,0,60,1,0,100,60,60,20,51
0,3,2,0,0,120,0,1,81,70,60,78,80
0,1,2,1,0,120,1,0,40,48,20,100,49
1,1,0,0,1,180,1,1,72,81,100,100,80
0,3,4,1,0,120,0,1,66,84,100,83,100
1,1,7,0,0,60,0,1,69,90,100,60,83
0,3,7,0,0,60,0,1,80,85,100,80,100
0,3,2,0,0,60,0,1,85,81,100,80,100
0,1,3,0,0,120,0,1,85,73,100,86,100
0,1,8,0,1,180,0,1,81,79,80,78,80
0,3,3,0,0,60,0,1,69,73,100,80,33
1,3,5,0,0,60,0,0,57,58,100,60,80
0,2,8,0,1,120,0,1,56,54,100,100,58
0,3,2,1,0,150,0,0,58,55,100,68,80
0,3,1,0,0,60,0,1,65,71,100,68,100
0,1,2,0,0,90,0,0,90,89,100,90,100
0,3,5,1,0,120,0,1,79,83,100,81,100
0,1,0,0,0,90,0,0,84,90,100,72,100
0,1,7,0,0,60,0,0,66,61,100,76,100
0,1,7,1,0,120,0,0,78,73,80,80,100
0,2,2,0,0,60,0,1,73,75,100,76,100
1,3,4,0,1,120,0,1,85,86,100,100,96
0,1,2,0,1,180,0,1,70,65,100,59,60
0,1,0,1,0,60,0,1,68,77,100,87,100
0,3,7,0,0,180,0,1,87,72,100,78,80
0,3,4,0,0,60,0,1,77,79,80,100,69
